tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_2183	SAUSA300_RS11075	1103.98	1103.757	1104.627	1102.919	1106.554	1106.255	1105.836	1106.42	1106.443	1106.594	1106.571	1106.138	1104.151	1103.922	1104.766	1104.319	1103.617	1104.356	1102.583	1103.549	1105.224	1104.802	1104.499	1104.725	1104.825	1105.523	1104.757	1104.461	1067.827	1068.454	1067.378	1066.747
unassigned_transcript_2184	SAUSA300_RS11085	14.352	14.336	14.363	14.285	14.185	14.064	14.092	14.076	14.197	14.161	14.148	14.122	12.959	12.833	12.976	12.901	13.408	13.498	13.338	13.419	13.309	13.258	13.298	13.261	13.346	13.33	13.135	13.394	10.888	10.974	11.06	10.966
unassigned_transcript_2185	SAUSA300_RS11090	2757.98	2757.757	2758.627	2756.919	2760.554	2760.255	2759.836	2760.42	2760.443	2760.594	2760.571	2760.138	2758.151	2757.922	2758.766	2758.319	2757.617	2758.356	2756.583	2757.549	2759.224	2758.802	2758.499	2758.725	2758.825	2759.523	2758.757	2758.461	2721.827	2722.454	2721.378	2720.747
unassigned_transcript_2186	SAUSA300_RS11095	1386.98	1386.757	1387.627	1385.919	1389.554	1389.255	1388.836	1389.42	1389.443	1389.594	1389.571	1389.138	1387.151	1386.922	1387.766	1387.319	1386.617	1387.356	1385.583	1386.549	1388.224	1387.802	1387.499	1387.725	1387.825	1388.523	1387.757	1387.461	1350.827	1351.454	1350.378	1349.747
unassigned_transcript_2187	SAUSA300_RS11100	7.008	7.024	7.076	6.923	9.28	8.223	8.268	7.946	8.761	8.223	8.301	7.943	8.203	7.945	8.171	8.125	6.776	7.178	7.471	7.061	7.398	7.177	7.604	7.189	7.724	7.538	7.705	6.951	6.414	7.443	6.628	6.103
unassigned_transcript_2188	SAUSA300_RS11105	8.026	8.022	8.003	7.988	8.594	8.205	8.228	7.992	8.544	8.37	8.069	8.171	8.69	8.675	8.871	8.617	7.463	7.857	7.718	7.715	8.043	8.083	7.862	7.863	8.485	7.875	8.098	7.705	7.097	7.949	7.013	7.186
unassigned_transcript_2189	SAUSA300_RS11110	291.059	290.821	291.684	290.01	293.728	293.46	293.047	293.604	293.594	293.804	293.754	293.388	291.307	291.079	291.889	291.459	290.735	291.433	289.715	290.627	292.402	292.03	291.729	291.931	292.036	292.742	291.975	291.685	255.831	256.355	255.449	254.895
unassigned_transcript_2190	SAUSA300_RS11115	1985.98	1985.757	1986.627	1984.919	1988.554	1988.255	1987.836	1988.42	1988.443	1988.594	1988.571	1988.138	1986.151	1985.922	1986.766	1986.319	1985.617	1986.356	1984.583	1985.549	1987.224	1986.802	1986.499	1986.725	1986.825	1987.523	1986.757	1986.461	1949.827	1950.454	1949.378	1948.747
unassigned_transcript_2191	SAUSA300_RS11120	605.98	605.757	606.627	604.919	608.554	608.255	607.836	608.42	608.443	608.594	608.571	608.138	606.151	605.922	606.766	606.319	605.617	606.356	604.583	605.549	607.224	606.802	606.499	606.725	606.825	607.523	606.757	606.461	569.827	570.454	569.378	568.747
unassigned_transcript_2192	SAUSA300_RS11125	315.008	314.779	315.64	313.941	317.619	317.34	316.896	317.494	317.501	317.67	317.636	317.223	315.202	314.983	315.806	315.362	314.651	315.391	313.619	314.573	316.283	315.901	315.576	315.801	315.917	316.602	315.829	315.535	279.213	279.752	278.785	278.2
unassigned_transcript_2193	SAUSA300_RS11130	164.616	164.307	164.973	163.802	168.062	167.75	167.602	168.053	168.121	168.264	168.149	167.854	165.05	164.802	165.371	165.002	164.718	165.113	163.963	164.507	166.9	166.653	166.241	166.602	166.659	167.023	166.583	166.371	137.537	137.663	137.355	137.131
unassigned_transcript_2194	SAUSA300_RS11135	836.98	836.757	837.627	835.919	839.554	839.255	838.836	839.42	839.443	839.594	839.571	839.138	837.151	836.922	837.766	837.319	836.617	837.356	835.583	836.549	838.224	837.802	837.499	837.725	837.825	838.523	837.757	837.461	800.827	801.454	800.378	799.747
unassigned_transcript_2195	SAUSA300_RS11145	199.157	198.849	199.612	198.263	202.329	202.058	201.767	202.238	202.335	202.476	202.393	202.068	199.679	199.395	200.108	199.659	199.081	199.604	198.208	198.893	201.139	200.869	200.473	200.764	200.811	201.34	200.834	200.529	168.806	169.066	168.632	168.153
unassigned_transcript_2196	SAUSA300_RS11150	39.533	39.378	39.556	39.299	41.175	40.958	41.034	41.091	41.102	41.216	41.054	41.08	37.266	37.113	37.366	37.119	39.548	39.784	39.44	39.693	39.782	39.664	39.675	39.593	39.736	39.834	39.742	39.79	31.045	31.155	31.047	31.072
unassigned_transcript_2197	SAUSA300_RS11155	983.98	983.757	984.627	982.919	986.554	986.255	985.836	986.42	986.443	986.594	986.571	986.138	984.151	983.922	984.766	984.319	983.617	984.356	982.583	983.549	985.224	984.802	984.499	984.725	984.825	985.523	984.757	984.461	947.827	948.454	947.378	946.747
unassigned_transcript_2198	SAUSA300_RS11160	196.239	195.944	196.677	195.347	199.428	199.172	198.889	199.355	199.459	199.578	199.508	199.19	196.77	196.474	197.179	196.738	196.163	196.69	195.312	195.986	198.233	197.984	197.601	197.88	197.925	198.447	197.963	197.648	166.147	166.364	165.981	165.486
unassigned_transcript_2199	SAUSA300_RS11165	326.993	326.765	327.628	325.927	329.576	329.289	328.851	329.449	329.462	329.621	329.596	329.165	327.165	326.94	327.783	327.326	326.631	327.373	325.594	326.555	328.24	327.822	327.54	327.748	327.858	328.553	327.789	327.491	290.94	291.553	290.531	289.921
unassigned_transcript_2200	SAUSA300_RS11170	1418.98	1418.757	1419.627	1417.919	1421.554	1421.255	1420.836	1421.42	1421.443	1421.594	1421.571	1421.138	1419.151	1418.922	1419.766	1419.319	1418.617	1419.356	1417.583	1418.549	1420.224	1419.802	1419.499	1419.725	1419.825	1420.523	1419.757	1419.461	1382.827	1383.454	1382.378	1381.747
unassigned_transcript_2201	SAUSA300_RS11175	315.008	314.779	315.64	313.941	317.619	317.34	316.896	317.494	317.501	317.67	317.636	317.223	315.202	314.983	315.806	315.362	314.651	315.391	313.619	314.573	316.283	315.901	315.576	315.801	315.917	316.602	315.829	315.535	279.213	279.752	278.785	278.2
unassigned_transcript_2202	SAUSA300_RS11180	395.98	395.757	396.627	394.919	398.554	398.255	397.836	398.42	398.443	398.594	398.571	398.138	396.151	395.922	396.766	396.319	395.617	396.356	394.583	395.549	397.224	396.802	396.499	396.725	396.825	397.523	396.757	396.461	359.827	360.454	359.378	358.747
unassigned_transcript_2203	SAUSA300_RS11185	1862.98	1862.757	1863.627	1861.919	1865.554	1865.255	1864.836	1865.42	1865.443	1865.594	1865.571	1865.138	1863.151	1862.922	1863.766	1863.319	1862.617	1863.356	1861.583	1862.549	1864.224	1863.802	1863.499	1863.725	1863.825	1864.523	1863.757	1863.461	1826.827	1827.454	1826.378	1825.747
unassigned_transcript_2204	SAUSA300_RS11190	1511.98	1511.757	1512.627	1510.919	1514.554	1514.255	1513.836	1514.42	1514.443	1514.594	1514.571	1514.138	1512.151	1511.922	1512.766	1512.319	1511.617	1512.356	1510.583	1511.549	1513.224	1512.802	1512.499	1512.725	1512.825	1513.523	1512.757	1512.461	1475.827	1476.454	1475.378	1474.747
unassigned_transcript_2205	SAUSA300_RS11195	13.221	13.167	13.227	13.098	12.92	12.761	12.791	12.781	12.892	12.837	12.865	12.816	12.099	11.979	12.107	12.104	12.325	12.39	12.263	12.371	12.111	12.153	12.115	12.121	12.214	12.217	12.055	12.233	10.08	10.279	10.362	10.176
unassigned_transcript_2206	SAUSA300_RS11200	2492.98	2492.757	2493.627	2491.919	2495.554	2495.255	2494.836	2495.42	2495.443	2495.594	2495.571	2495.138	2493.151	2492.922	2493.766	2493.319	2492.617	2493.356	2491.583	2492.549	2494.224	2493.802	2493.499	2493.725	2493.825	2494.523	2493.757	2493.461	2456.827	2457.454	2456.378	2455.747
unassigned_transcript_2207	SAUSA300_RS11205	530.98	530.757	531.627	529.919	533.554	533.255	532.836	533.42	533.443	533.594	533.571	533.138	531.151	530.922	531.766	531.319	530.617	531.356	529.583	530.549	532.224	531.802	531.499	531.725	531.825	532.523	531.757	531.461	494.827	495.454	494.378	493.747
unassigned_transcript_2208	SAUSA300_RS11210	1355.98	1355.757	1356.627	1354.919	1358.554	1358.255	1357.836	1358.42	1358.443	1358.594	1358.571	1358.138	1356.151	1355.922	1356.766	1356.319	1355.617	1356.356	1354.583	1355.549	1357.224	1356.802	1356.499	1356.725	1356.825	1357.523	1356.757	1356.461	1319.827	1320.454	1319.378	1318.747
unassigned_transcript_2209	SAUSA300_RS11215	1193.98	1193.757	1194.627	1192.919	1196.554	1196.255	1195.836	1196.42	1196.443	1196.594	1196.571	1196.138	1194.151	1193.922	1194.766	1194.319	1193.617	1194.356	1192.583	1193.549	1195.224	1194.802	1194.499	1194.725	1194.825	1195.523	1194.757	1194.461	1157.827	1158.454	1157.378	1156.747
unassigned_transcript_2210	SAUSA300_RS11220	905.98	905.757	906.627	904.919	908.554	908.255	907.836	908.42	908.443	908.594	908.571	908.138	906.151	905.922	906.766	906.319	905.617	906.356	904.583	905.549	907.224	906.802	906.499	906.725	906.825	907.523	906.757	906.461	869.827	870.454	869.378	868.747
unassigned_transcript_2211	SAUSA300_RS11225	1037.98	1037.757	1038.627	1036.919	1040.554	1040.255	1039.836	1040.42	1040.443	1040.594	1040.571	1040.138	1038.151	1037.922	1038.766	1038.319	1037.617	1038.356	1036.583	1037.549	1039.224	1038.802	1038.499	1038.725	1038.825	1039.523	1038.757	1038.461	1001.827	1002.454	1001.378	1000.747
unassigned_transcript_2212	SAUSA300_RS11230	22.642	22.638	22.752	22.544	22.826	22.69	22.706	22.79	22.846	22.86	22.732	22.75	20.414	20.288	20.445	20.376	22.066	22.176	22.034	22.221	21.949	21.894	21.858	21.745	21.898	21.955	21.793	21.867	17.127	17.192	17.088	17.123
unassigned_transcript_2213	SAUSA300_RS11235	64.872	64.716	64.979	64.52	67.977	67.644	67.659	67.816	67.935	68.096	67.734	67.843	63.343	63.212	63.515	63.341	65.446	65.587	65.097	65.376	66.403	66.288	66.157	66.202	66.33	66.438	66.292	66.34	52.055	52.249	52.169	52.075
unassigned_transcript_2214	SAUSA300_RS11240	134.002	133.815	134.286	133.413	137.825	137.549	137.409	137.811	137.886	138.033	137.914	137.727	134.246	133.925	134.469	134.125	134.32	134.649	133.601	134.101	136.505	136.295	136.041	136.15	136.306	136.601	136.208	136.062	110.652	110.712	110.513	110.297
unassigned_transcript_2215	SAUSA300_RS11245	1319.98	1319.757	1320.627	1318.919	1322.554	1322.255	1321.836	1322.42	1322.443	1322.594	1322.571	1322.138	1320.151	1319.922	1320.766	1320.319	1319.617	1320.356	1318.583	1319.549	1321.224	1320.802	1320.499	1320.725	1320.825	1321.523	1320.757	1320.461	1283.827	1284.454	1283.378	1282.747
unassigned_transcript_2216	SAUSA300_RS11250	482.98	482.757	483.627	481.919	485.554	485.255	484.836	485.42	485.443	485.594	485.571	485.138	483.151	482.922	483.766	483.319	482.617	483.356	481.583	482.549	484.224	483.802	483.499	483.725	483.825	484.523	483.757	483.461	446.827	447.454	446.378	445.747
unassigned_transcript_2217	SAUSA300_RS11265	707.98	707.757	708.627	706.919	710.554	710.255	709.836	710.42	710.443	710.594	710.571	710.138	708.151	707.922	708.766	708.319	707.617	708.356	706.583	707.549	709.224	708.802	708.499	708.725	708.825	709.523	708.757	708.461	671.827	672.454	671.378	670.747
unassigned_transcript_2218	SAUSA300_RS11270	476.98	476.757	477.627	475.919	479.554	479.255	478.836	479.42	479.443	479.594	479.571	479.138	477.151	476.922	477.766	477.319	476.617	477.356	475.583	476.549	478.224	477.802	477.499	477.725	477.825	478.523	477.757	477.461	440.827	441.454	440.378	439.747
unassigned_transcript_2219	SAUSA300_RS11275	626.98	626.757	627.627	625.919	629.554	629.255	628.836	629.42	629.443	629.594	629.571	629.138	627.151	626.922	627.766	627.319	626.617	627.356	625.583	626.549	628.224	627.802	627.499	627.725	627.825	628.523	627.757	627.461	590.827	591.454	590.378	589.747
unassigned_transcript_2220	SAUSA300_RS11280	665.98	665.757	666.627	664.919	668.554	668.255	667.836	668.42	668.443	668.594	668.571	668.138	666.151	665.922	666.766	666.319	665.617	666.356	664.583	665.549	667.224	666.802	666.499	666.725	666.825	667.523	666.757	666.461	629.827	630.454	629.378	628.747
unassigned_transcript_2221	SAUSA300_RS11285	524.98	524.757	525.627	523.919	527.554	527.255	526.836	527.42	527.443	527.594	527.571	527.138	525.151	524.922	525.766	525.319	524.617	525.356	523.583	524.549	526.224	525.802	525.499	525.725	525.825	526.523	525.757	525.461	488.827	489.454	488.378	487.747
unassigned_transcript_2222	SAUSA300_RS11295	530.98	530.757	531.627	529.919	533.554	533.255	532.836	533.42	533.443	533.594	533.571	533.138	531.151	530.922	531.766	531.319	530.617	531.356	529.583	530.549	532.224	531.802	531.499	531.725	531.825	532.523	531.757	531.461	494.827	495.454	494.378	493.747
unassigned_transcript_2223	SAUSA300_RS11300	230.527	230.231	231.037	229.483	233.466	233.154	232.903	233.363	233.396	233.588	233.53	233.201	230.986	230.707	231.444	231.055	230.319	230.905	229.374	230.164	232.22	231.9	231.569	231.773	231.881	232.48	231.891	231.587	197.887	198.312	197.64	197.258
unassigned_transcript_2224	SAUSA300_RS11305	276.12	275.865	276.717	275.06	278.831	278.584	278.184	278.711	278.704	278.913	278.88	278.536	276.399	276.174	276.978	276.559	275.806	276.493	274.793	275.699	277.501	277.156	276.86	277.062	277.178	277.848	277.118	276.827	241.365	241.84	241.052	240.488
unassigned_transcript_2225	SAUSA300_RS11310	276.12	275.865	276.717	275.06	278.831	278.584	278.184	278.711	278.704	278.913	278.88	278.536	276.399	276.174	276.978	276.559	275.806	276.493	274.793	275.699	277.501	277.156	276.86	277.062	277.178	277.848	277.118	276.827	241.365	241.84	241.052	240.488
unassigned_transcript_2226	SAUSA300_RS11315	1100.98	1100.757	1101.627	1099.919	1103.554	1103.255	1102.836	1103.42	1103.443	1103.594	1103.571	1103.138	1101.151	1100.922	1101.766	1101.319	1100.617	1101.356	1099.583	1100.549	1102.224	1101.802	1101.499	1101.725	1101.825	1102.523	1101.757	1101.461	1064.827	1065.454	1064.378	1063.747
unassigned_transcript_2227	SAUSA300_RS11320	82.864	82.768	83.049	82.509	86.614	86.275	86.324	86.428	86.593	86.722	86.426	86.463	82.022	81.724	82.18	81.918	83.479	83.675	83.095	83.375	84.939	84.77	84.623	84.692	84.864	84.932	84.766	84.768	66.969	67.163	67.129	66.99
unassigned_transcript_2228	SAUSA300_RS11325	9.351	9.285	9.373	9.381	9.091	8.784	8.958	8.831	9.11	8.973	8.982	8.942	9.672	9.507	9.785	9.476	8.681	8.901	8.811	8.921	8.928	9.059	8.87	8.828	9.306	8.758	8.987	8.894	7.893	8.455	8.136	8.117
unassigned_transcript_2229	SAUSA300_RS11330	240.395	240.123	240.95	239.338	243.286	242.964	242.682	243.162	243.212	243.389	243.335	243.021	240.812	240.547	241.319	240.926	240.162	240.781	239.202	240.026	242	241.685	241.392	241.578	241.667	242.29	241.674	241.367	207.244	207.608	206.982	206.529
unassigned_transcript_2230	SAUSA300_RS11335	1247.98	1247.757	1248.627	1246.919	1250.554	1250.255	1249.836	1250.42	1250.443	1250.594	1250.571	1250.138	1248.151	1247.922	1248.766	1248.319	1247.617	1248.356	1246.583	1247.549	1249.224	1248.802	1248.499	1248.725	1248.825	1249.523	1248.757	1248.461	1211.827	1212.454	1211.378	1210.747
unassigned_transcript_2231	SAUSA300_RS11340	701.98	701.757	702.627	700.919	704.554	704.255	703.836	704.42	704.443	704.594	704.571	704.138	702.151	701.922	702.766	702.319	701.617	702.356	700.583	701.549	703.224	702.802	702.499	702.725	702.825	703.523	702.757	702.461	665.827	666.454	665.378	664.747
unassigned_transcript_2232	SAUSA300_RS11345	1343.98	1343.757	1344.627	1342.919	1346.554	1346.255	1345.836	1346.42	1346.443	1346.594	1346.571	1346.138	1344.151	1343.922	1344.766	1344.319	1343.617	1344.356	1342.583	1343.549	1345.224	1344.802	1344.499	1344.725	1344.825	1345.523	1344.757	1344.461	1307.827	1308.454	1307.378	1306.747
unassigned_transcript_2233	SAUSA300_RS11350	374.98	374.757	375.627	373.919	377.554	377.255	376.836	377.42	377.443	377.594	377.571	377.138	375.151	374.922	375.766	375.319	374.617	375.356	373.583	374.549	376.224	375.802	375.499	375.725	375.825	376.523	375.757	375.461	338.827	339.454	338.378	337.747
unassigned_transcript_2234	SAUSA300_RS11355	356.98	356.757	357.627	355.919	359.554	359.255	358.836	359.42	359.443	359.594	359.571	359.138	357.151	356.922	357.766	357.319	356.617	357.356	355.583	356.549	358.224	357.802	357.499	357.725	357.825	358.523	357.757	357.461	320.827	321.454	320.378	319.747
unassigned_transcript_2235	SAUSA300_RS11360	67.037	66.891	67.15	66.71	70.236	69.911	69.928	70.059	70.21	70.343	70.015	70.102	65.599	65.459	65.771	65.595	67.633	67.789	67.3	67.58	68.647	68.513	68.39	68.447	68.573	68.665	68.511	68.548	53.846	54.034	53.977	53.862
unassigned_transcript_2236	SAUSA300_RS11365	563.98	563.757	564.627	562.919	566.554	566.255	565.836	566.42	566.443	566.594	566.571	566.138	564.151	563.922	564.766	564.319	563.617	564.356	562.583	563.549	565.224	564.802	564.499	564.725	564.825	565.523	564.757	564.461	527.827	528.454	527.378	526.747
unassigned_transcript_2237	SAUSA300_RS11370	288.071	287.827	288.692	287.02	290.739	290.475	290.072	290.621	290.61	290.819	290.773	290.406	288.324	288.096	288.898	288.479	287.749	288.443	286.726	287.639	289.413	289.058	288.747	288.963	289.067	289.757	289.001	288.707	252.929	253.452	252.547	251.997
unassigned_transcript_2238	SAUSA300_RS11375	962.98	962.757	963.627	961.919	965.554	965.255	964.836	965.42	965.443	965.594	965.571	965.138	963.151	962.922	963.766	963.319	962.617	963.356	961.583	962.549	964.224	963.802	963.499	963.725	963.825	964.523	963.757	963.461	926.827	927.454	926.378	925.747
unassigned_transcript_2239	SAUSA300_RS11380	464.98	464.757	465.627	463.919	467.554	467.255	466.836	467.42	467.443	467.594	467.571	467.138	465.151	464.922	465.766	465.319	464.617	465.356	463.583	464.549	466.224	465.802	465.499	465.725	465.825	466.523	465.757	465.461	428.827	429.454	428.378	427.747
unassigned_transcript_2240	SAUSA300_RS11385	1073.98	1073.757	1074.627	1072.919	1076.554	1076.255	1075.836	1076.42	1076.443	1076.594	1076.571	1076.138	1074.151	1073.922	1074.766	1074.319	1073.617	1074.356	1072.583	1073.549	1075.224	1074.802	1074.499	1074.725	1074.825	1075.523	1074.757	1074.461	1037.827	1038.454	1037.378	1036.747
unassigned_transcript_2241	SAUSA300_RS11390	359.98	359.757	360.627	358.919	362.554	362.255	361.836	362.42	362.443	362.594	362.571	362.138	360.151	359.922	360.766	360.319	359.617	360.356	358.583	359.549	361.224	360.802	360.499	360.725	360.825	361.523	360.757	360.461	323.827	324.454	323.378	322.747
unassigned_transcript_2242	SAUSA300_RS11395	255.246	254.988	255.816	254.181	258.051	257.762	257.419	257.938	257.942	258.121	258.093	257.795	255.624	255.357	256.142	255.734	254.991	255.621	253.994	254.864	256.756	256.412	256.126	256.312	256.438	257.054	256.385	256.096	221.339	221.74	221.065	220.577
unassigned_transcript_2243	SAUSA300_RS11400	881.98	881.757	882.627	880.919	884.554	884.255	883.836	884.42	884.443	884.594	884.571	884.138	882.151	881.922	882.766	882.319	881.617	882.356	880.583	881.549	883.224	882.802	882.499	882.725	882.825	883.523	882.757	882.461	845.827	846.454	845.378	844.747
unassigned_transcript_2244	SAUSA300_RS11405	671.98	671.757	672.627	670.919	674.554	674.255	673.836	674.42	674.443	674.594	674.571	674.138	672.151	671.922	672.766	672.319	671.617	672.356	670.583	671.549	673.224	672.802	672.499	672.725	672.825	673.523	672.757	672.461	635.827	636.454	635.378	634.747
unassigned_transcript_2245	SAUSA300_RS11410	911.98	911.757	912.627	910.919	914.554	914.255	913.836	914.42	914.443	914.594	914.571	914.138	912.151	911.922	912.766	912.319	911.617	912.356	910.583	911.549	913.224	912.802	912.499	912.725	912.825	913.523	912.757	912.461	875.827	876.454	875.378	874.747
unassigned_transcript_2246	SAUSA300_RS11415	434.98	434.757	435.627	433.919	437.554	437.255	436.836	437.42	437.443	437.594	437.571	437.138	435.151	434.922	435.766	435.319	434.617	435.356	433.583	434.549	436.224	435.802	435.499	435.725	435.825	436.523	435.757	435.461	398.827	399.454	398.378	397.747
unassigned_transcript_2247	SAUSA300_RS11420	100.007	99.811	100.181	99.578	103.917	103.556	103.608	103.73	103.929	104.043	103.76	103.785	99.531	99.245	99.73	99.428	100.455	100.749	99.943	100.345	102.319	102.114	101.961	101.99	102.2	102.281	102.095	102.029	81.416	81.464	81.339	81.289
unassigned_transcript_2248	SAUSA300_RS11425	1151.98	1151.757	1152.627	1150.919	1154.554	1154.255	1153.836	1154.42	1154.443	1154.594	1154.571	1154.138	1152.151	1151.922	1152.766	1152.319	1151.617	1152.356	1150.583	1151.549	1153.224	1152.802	1152.499	1152.725	1152.825	1153.523	1152.757	1152.461	1115.827	1116.454	1115.378	1114.747
unassigned_transcript_2249	SAUSA300_RS11430	1262.98	1262.757	1263.627	1261.919	1265.554	1265.255	1264.836	1265.42	1265.443	1265.594	1265.571	1265.138	1263.151	1262.922	1263.766	1263.319	1262.617	1263.356	1261.583	1262.549	1264.224	1263.802	1263.499	1263.725	1263.825	1264.523	1263.757	1263.461	1226.827	1227.454	1226.378	1225.747
unassigned_transcript_2250	SAUSA300_RS11435	173.141	172.852	173.529	172.299	176.506	176.228	176.045	176.494	176.611	176.682	176.641	176.295	173.623	173.376	173.967	173.565	173.214	173.623	172.416	172.979	175.371	175.128	174.688	175.043	175.142	175.537	175.056	174.803	145.158	145.327	145.006	144.708
unassigned_transcript_2251	SAUSA300_RS11440	1094.98	1094.757	1095.627	1093.919	1097.554	1097.255	1096.836	1097.42	1097.443	1097.594	1097.571	1097.138	1095.151	1094.922	1095.766	1095.319	1094.617	1095.356	1093.583	1094.549	1096.224	1095.802	1095.499	1095.725	1095.825	1096.523	1095.757	1095.461	1058.827	1059.454	1058.378	1057.747
unassigned_transcript_2252	SAUSA300_RS11445	695.98	695.757	696.627	694.919	698.554	698.255	697.836	698.42	698.443	698.594	698.571	698.138	696.151	695.922	696.766	696.319	695.617	696.356	694.583	695.549	697.224	696.802	696.499	696.725	696.825	697.523	696.757	696.461	659.827	660.454	659.378	658.747
unassigned_transcript_2253	SAUSA300_RS11450	356.98	356.757	357.627	355.919	359.554	359.255	358.836	359.42	359.443	359.594	359.571	359.138	357.151	356.922	357.766	357.319	356.617	357.356	355.583	356.549	358.224	357.802	357.499	357.725	357.825	358.523	357.757	357.461	320.827	321.454	320.378	319.747
unassigned_transcript_2254	SAUSA300_RS11455	1445.98	1445.757	1446.627	1444.919	1448.554	1448.255	1447.836	1448.42	1448.443	1448.594	1448.571	1448.138	1446.151	1445.922	1446.766	1446.319	1445.617	1446.356	1444.583	1445.549	1447.224	1446.802	1446.499	1446.725	1446.825	1447.523	1446.757	1446.461	1409.827	1410.454	1409.378	1408.747
unassigned_transcript_2255	SAUSA300_RS11460	365.98	365.757	366.627	364.919	368.554	368.255	367.836	368.42	368.443	368.594	368.571	368.138	366.151	365.922	366.766	366.319	365.617	366.356	364.583	365.549	367.224	366.802	366.499	366.725	366.825	367.523	366.757	366.461	329.827	330.454	329.378	328.747
unassigned_transcript_2256	SAUSA300_RS11465	695.98	695.757	696.627	694.919	698.554	698.255	697.836	698.42	698.443	698.594	698.571	698.138	696.151	695.922	696.766	696.319	695.617	696.356	694.583	695.549	697.224	696.802	696.499	696.725	696.825	697.523	696.757	696.461	659.827	660.454	659.378	658.747
unassigned_transcript_2257	SAUSA300_RS11475	638.98	638.757	639.627	637.919	641.554	641.255	640.836	641.42	641.443	641.594	641.571	641.138	639.151	638.922	639.766	639.319	638.617	639.356	637.583	638.549	640.224	639.802	639.499	639.725	639.825	640.523	639.757	639.461	602.827	603.454	602.378	601.747
unassigned_transcript_2258	SAUSA300_RS11480	506.98	506.757	507.627	505.919	509.554	509.255	508.836	509.42	509.443	509.594	509.571	509.138	507.151	506.922	507.766	507.319	506.617	507.356	505.583	506.549	508.224	507.802	507.499	507.725	507.825	508.523	507.757	507.461	470.827	471.454	470.378	469.747
unassigned_transcript_2259	SAUSA300_RS11485	1028.98	1028.757	1029.627	1027.919	1031.554	1031.255	1030.836	1031.42	1031.443	1031.594	1031.571	1031.138	1029.151	1028.922	1029.766	1029.319	1028.617	1029.356	1027.583	1028.549	1030.224	1029.802	1029.499	1029.725	1029.825	1030.523	1029.757	1029.461	992.827	993.454	992.378	991.747
unassigned_transcript_2260	SAUSA300_RS11490	1019.98	1019.757	1020.627	1018.919	1022.554	1022.255	1021.836	1022.42	1022.443	1022.594	1022.571	1022.138	1020.151	1019.922	1020.766	1020.319	1019.617	1020.356	1018.583	1019.549	1021.224	1020.802	1020.499	1020.725	1020.825	1021.523	1020.757	1020.461	983.827	984.454	983.378	982.747
unassigned_transcript_2261	SAUSA300_RS11495	306.02	305.8	306.654	304.958	308.654	308.388	307.949	308.524	308.527	308.719	308.667	308.27	306.24	306.014	306.84	306.387	305.679	306.398	304.648	305.593	307.315	306.95	306.62	306.842	306.948	307.644	306.874	306.578	270.431	270.936	270.014	269.446
unassigned_transcript_2262	SAUSA300_RS11500	187.528	187.233	187.955	186.647	190.789	190.523	190.266	190.754	190.845	190.94	190.876	190.545	188.073	187.773	188.436	188.007	187.508	187.97	186.695	187.312	189.607	189.37	188.967	189.257	189.334	189.801	189.312	189.02	158.185	158.375	158.044	157.603
unassigned_transcript_2263	SAUSA300_RS11505	1136.98	1136.757	1137.627	1135.919	1139.554	1139.255	1138.836	1139.42	1139.443	1139.594	1139.571	1139.138	1137.151	1136.922	1137.766	1137.319	1136.617	1137.356	1135.583	1136.549	1138.224	1137.802	1137.499	1137.725	1137.825	1138.523	1137.757	1137.461	1100.827	1101.454	1100.378	1099.747
unassigned_transcript_2264	SAUSA300_RS11515	497.98	497.757	498.627	496.919	500.554	500.255	499.836	500.42	500.443	500.594	500.571	500.138	498.151	497.922	498.766	498.319	497.617	498.356	496.583	497.549	499.224	498.802	498.499	498.725	498.825	499.523	498.757	498.461	461.827	462.454	461.378	460.747
unassigned_transcript_2265	SAUSA300_RS11520	545.98	545.757	546.627	544.919	548.554	548.255	547.836	548.42	548.443	548.594	548.571	548.138	546.151	545.922	546.766	546.319	545.617	546.356	544.583	545.549	547.224	546.802	546.499	546.725	546.825	547.523	546.757	546.461	509.827	510.454	509.378	508.747
